Company,Quarter,Sales,Total_Assets,Total_Liabilities,Short_Term_Debt,Long_Term_Debt,EBIT,Interest_Expense,Operating_Cash_Flow,Market_Cap,Retained_Earnings,Current_Assets,Current_Liabilities,RBI_Repo_Rate
Larsen & Toubro,2016-12-31,28511.28,210139.5,213119.68,28585.93,66700.51,4334.91,1705.44,1735.79,175689.33,49471.03,163027.68,68856.22,6.25
Larsen & Toubro,2017-03-31,29330.81,213913.5,216281.94,28498.28,66495.98,4459.51,1679.12,1785.68,190331.35,50583.93,165446.67,69663.62,6.25
Larsen & Toubro,2017-06-30,27001.57,216551.5,213654.03,31825.6,74259.73,4537.22,1923.13,-2263.08,208617.13,49850.23,172076.52,70032.86,6.0
Larsen & Toubro,2017-09-30,29384.52,224644.68,221917.38,31865.58,74353.02,4937.64,1938.94,-2462.81,192627.93,51261.86,178731.8,72832.86,6.0
Larsen & Toubro,2017-12-31,30552.51,235885.12,236448.84,32334.29,75446.67,5133.91,1914.77,-2560.7,213506.73,53384.7,190435.41,78743.49,6.0
Larsen & Toubro,2018-03-31,31731.45,247648.68,252137.26,32841.86,76631.0,5332.01,1923.52,-2659.51,209025.57,55613.03,203070.84,85286.23,6.0
Larsen & Toubro,2018-06-30,31903.3,249509.34,247103.12,37303.25,87040.92,5394.92,2337.33,-1122.11,209992.33,56883.04,197315.62,79308.97,6.25
Larsen & Toubro,2018-09-30,33578.3,258581.83,256541.88,37369.35,87195.15,5678.16,2299.38,-1181.03,227349.66,58523.93,204852.61,82484.29,6.25
Larsen & Toubro,2018-12-31,35632.44,265741.41,262193.82,37163.66,86715.21,6025.52,2344.14,-1253.28,221822.55,59733.43,209365.77,83837.5,6.25
Larsen & Toubro,2019-03-31,35744.84,280567.59,283122.22,38009.46,88688.75,6044.53,2378.63,-1257.23,241467.77,62659.38,226077.43,92589.79,6.25
Larsen & Toubro,2019-06-30,33980.28,281685.37,278215.27,42423.07,98987.16,5736.04,2765.36,1563.84,260071.41,60701.73,217424.42,86722.69,5.15
Larsen & Toubro,2019-09-30,35899.54,292242.05,292122.65,42934.65,100180.85,6060.02,2766.54,1652.17,254477.03,63094.11,228293.0,92155.84,5.15
Larsen & Toubro,2019-12-31,37801.88,295900.68,292320.94,42432.57,99009.34,6381.14,2757.38,1739.72,265684.43,63997.25,228447.97,91140.0,5.15
Larsen & Toubro,2020-03-31,37461.31,305904.9,305124.79,42842.67,99966.22,6323.65,2709.51,1724.05,259731.84,66272.56,238454.14,96051.4,5.15
Larsen & Toubro,2020-06-30,31158.29,308254.6,308971.86,40482.68,94459.58,5375.64,2911.27,5287.19,276768.23,70081.59,224831.72,99467.17,4.0
Larsen & Toubro,2020-09-30,34180.11,308420.26,308449.52,40392.53,94249.24,5896.98,2987.16,5799.95,275900.37,71815.41,224451.62,99077.9,4.0
Larsen & Toubro,2020-12-31,36202.35,308930.9,308619.11,40347.94,94145.19,6245.87,2883.06,6143.1,276283.47,73623.92,224575.03,99022.93,4.0
Larsen & Toubro,2021-03-31,36595.14,310750.11,311406.59,40474.02,94439.39,6313.64,2880.16,6209.75,294638.15,75747.69,226603.42,100229.56,4.0
Larsen & Toubro,2021-06-30,35967.47,318230.77,324244.84,38363.97,89515.94,5587.19,2270.46,4403.76,318674.72,77403.14,239287.95,115063.12,4.0
Larsen & Toubro,2021-09-30,38610.37,314353.87,314146.37,37627.55,87797.61,5997.74,2284.43,4727.35,314156.9,77969.15,231835.43,109339.59,4.0
Larsen & Toubro,2021-12-31,40038.79,321071.13,325405.24,38160.67,89041.55,6219.63,2272.38,4902.24,304531.11,81154.73,240144.31,114862.96,4.0
Larsen & Toubro,2022-03-31,40334.77,322457.51,325923.9,38057.16,88800.04,6265.61,2309.2,4938.48,295487.77,83009.86,240527.07,114733.98,4.0
Larsen & Toubro,2022-06-30,42362.76,315736.65,309882.4,35523.89,82889.07,6276.97,2325.28,5262.85,330422.28,80839.42,224823.15,110453.2,6.5
Larsen & Toubro,2022-09-30,45819.15,318473.34,312679.05,35536.47,82918.43,6789.12,2325.17,5692.25,352353.99,83053.67,226852.15,111489.5,6.5
Larsen & Toubro,2022-12-31,49120.34,326024.35,325003.41,36081.66,84190.53,7278.26,2338.81,6102.37,329692.2,86547.0,235793.61,117661.74,6.5
Larsen & Toubro,2023-03-31,47979.97,330657.18,331595.02,36297.66,84694.54,7109.29,2368.58,5960.7,346348.09,89297.56,240575.9,120766.78,6.5
Larsen & Toubro,2023-06-30,50293.12,330422.06,328661.55,34710.67,80991.56,6541.13,2340.58,4154.68,373054.51,79203.44,239958.29,131804.0,6.5
Larsen & Toubro,2023-09-30,55039.22,340954.64,347365.61,35552.76,82956.44,7158.41,2422.35,4546.75,421879.53,83317.5,253614.27,142684.51,6.5
Larsen & Toubro,2023-12-31,58393.17,334235.44,331363.77,34596.78,80725.81,7594.63,2397.11,4823.82,406936.89,83210.78,241931.2,132451.65,6.5
Larsen & Toubro,2024-03-31,57887.71,343103.66,346641.42,35256.42,82264.98,7528.89,2376.29,4782.07,384688.67,86971.62,253085.53,141200.22,6.5
Larsen & Toubro,2024-06-30,58176.66,343276.37,337182.86,39017.58,91041.02,7831.76,2523.4,2081.75,445402.45,88478.46,246954.42,130211.47,6.25
Larsen & Toubro,2024-09-30,64206.67,360025.07,360693.38,39796.44,92858.35,8643.52,2492.2,2297.52,428553.16,92683.68,264173.64,142071.1,6.25
Larsen & Toubro,2024-12-31,66498.92,370110.62,370987.31,39816.79,92905.85,8952.11,2516.19,2379.55,447481.59,95171.38,271712.97,146200.45,6.25
Larsen & Toubro,2025-03-31,65517.36,386145.58,393307.58,40459.45,94405.39,8819.97,2433.22,2344.43,437641.87,99187.17,288060.45,157498.25,6.25
Larsen & Toubro,2025-06-30,66158.2,400342.26,403274.6,37924.86,88491.35,8194.97,2471.74,3874.27,534605.34,101577.48,311852.45,195395.67,6.0
Larsen & Toubro,2025-09-30,70357.1,417107.52,418470.99,37772.17,88135.06,8715.08,2476.4,4120.17,521307.78,103902.79,323603.83,201942.31,6.0
Larsen & Toubro,2025-12-31,74620.56,436647.28,439244.16,37873.01,88370.36,9243.19,2552.2,4369.84,531939.91,106921.76,339667.73,212532.75,6.0
Larsen & Toubro,2026-03-31,75598.01,448939.31,445521.84,37362.5,87179.17,9364.27,2476.92,4427.08,476143.6,108185.14,344522.26,212664.49,6.0
Maruti Suzuki,2014-06-30,11598.75,32475.57,33070.61,203.46,474.74,1573.56,53.85,1472.42,112560.75,22764.07,6522.61,9271.63,7.75
Maruti Suzuki,2014-09-30,11939.95,32498.47,32245.76,198.25,462.57,1619.85,53.73,1515.73,121920.24,22780.13,6359.93,8808.68,7.75
Maruti Suzuki,2014-12-31,14124.74,33545.98,33477.02,199.39,465.24,1916.26,54.21,1793.08,119076.21,23514.39,6602.77,9197.75,7.75
Maruti Suzuki,2015-03-31,13904.15,34327.41,34178.46,198.93,464.18,1886.33,54.7,1765.08,113382.82,24062.14,6741.12,9368.98,7.75
Maruti Suzuki,2015-06-30,13109.61,36714.04,36889.66,69.63,162.47,2054.23,20.09,1930.85,125811.54,28314.93,7350.13,10305.4,6.75
Maruti Suzuki,2015-09-30,13918.82,38737.69,38874.36,69.54,162.27,2181.03,20.17,2050.03,128397.22,29043.86,7745.57,10846.27,6.75
Maruti Suzuki,2015-12-31,15681.81,40793.85,40924.36,69.52,162.22,2457.29,20.14,2309.7,130056.26,29798.41,8154.03,11414.5,6.75
Maruti Suzuki,2016-03-31,15461.13,43027.59,43331.31,69.79,162.84,2422.71,20.58,2277.19,135073.99,30680.04,8633.61,12132.33,6.75
Maruti Suzuki,2016-06-30,15107.56,45031.36,45028.22,145.19,338.78,2312.34,22.54,2281.5,134482.92,34152.32,7146.8,12479.81,6.25
Maruti Suzuki,2016-09-30,15741.89,47882.52,48428.18,146.85,342.66,2409.43,22.1,2377.29,149037.09,35477.54,7686.44,13576.04,6.25
Maruti Suzuki,2016-12-31,18701.29,49532.73,49414.25,144.85,337.99,2862.39,22.27,2824.21,136107.55,35914.78,7842.94,13663.62,6.25
Maruti Suzuki,2017-03-31,18024.99,51104.95,50263.97,142.81,333.22,2758.88,22.19,2722.08,137796.0,36316.38,7977.81,13702.64,6.25
Maruti Suzuki,2017-06-30,18062.86,55109.07,56207.61,37.02,86.39,2742.62,87.32,2667.93,172748.63,40009.36,8026.99,16716.56,6.0
Maruti Suzuki,2017-09-30,19116.77,56409.6,56716.87,36.5,85.16,2902.64,86.23,2823.6,168936.96,40507.05,8099.72,16628.43,6.0
Maruti Suzuki,2017-12-31,21054.97,58966.73,59768.21,36.79,85.85,3196.93,86.19,3109.88,158550.54,41909.8,8535.48,17664.98,6.0
Maruti Suzuki,2018-03-31,21440.97,59487.61,58736.82,35.84,83.63,3255.54,86.8,3166.89,157992.28,41872.77,8388.19,16911.19,6.0
Maruti Suzuki,2018-06-30,19173.02,60013.89,58871.68,47.09,109.87,2462.9,18.64,1470.48,190542.43,42594.03,8670.3,15092.11,6.25
Maruti Suzuki,2018-09-30,20162.83,61608.47,61112.46,47.61,111.1,2590.05,19.01,1546.39,193697.5,44234.93,9000.3,15841.92,6.25
Maruti Suzuki,2018-12-31,22902.75,63978.61,64932.48,48.72,113.67,2942.01,18.95,1756.53,190838.78,46449.83,9562.9,17221.78,6.25
Maruti Suzuki,2019-03-31,22589.57,63862.01,63755.2,47.92,111.81,2901.78,19.23,1732.51,180446.63,46862.49,9389.51,16633.26,6.25
Maruti Suzuki,2019-06-30,16649.13,64466.21,65053.99,55.7,129.97,1618.48,32.94,769.3,202537.7,45982.81,9181.25,14476.25,5.15
Maruti Suzuki,2019-09-30,17901.17,64476.07,65160.84,55.79,130.17,1740.19,33.81,827.15,191592.75,47295.93,9196.33,14521.62,5.15
Maruti Suzuki,2019-12-31,20563.3,64353.89,65000.97,55.76,130.1,1998.98,33.01,950.16,207741.62,48513.4,9173.77,14477.89,5.15
Maruti Suzuki,2020-03-31,20793.54,62500.65,61393.28,54.22,126.52,2021.36,32.92,960.8,195590.0,48389.19,8664.61,13298.34,5.15
Maruti Suzuki,2020-06-30,15607.32,66630.44,67713.2,164.94,384.85,1200.07,25.24,1964.11,217875.43,49210.64,11332.97,17676.76,4.0
Maruti Suzuki,2020-09-30,16484.66,67366.29,67230.86,161.97,377.94,1267.53,25.76,2074.52,237019.57,49632.52,11252.24,17235.48,4.0
Maruti Suzuki,2020-12-31,18504.95,68143.58,66872.33,159.27,371.64,1422.87,25.49,2328.76,211088.35,50089.05,11192.23,16857.64,4.0
Maruti Suzuki,2021-03-31,19283.57,71468.56,71561.24,162.51,379.19,1482.74,25.13,2426.75,223742.15,52417.89,11977.0,18406.42,4.0
Maruti Suzuki,2021-06-30,19692.21,70815.1,69460.62,125.36,292.5,1282.35,32.26,410.21,260869.07,50067.04,14827.93,17244.74,4.0
Maruti Suzuki,2021-09-30,21561.65,74291.8,75589.89,130.03,303.41,1404.08,31.83,449.15,235996.15,53338.88,16136.36,19466.67,4.0
Maruti Suzuki,2021-12-31,23732.9,74517.72,75205.73,128.98,300.95,1545.47,31.45,494.38,273783.1,54299.2,16054.35,19210.89,4.0
Maruti Suzuki,2022-03-31,23283.11,73754.45,72863.78,126.26,294.6,1516.18,31.95,485.01,256864.42,54515.62,15554.41,18219.66,4.0
Maruti Suzuki,2022-06-30,26396.23,77476.13,77812.46,375.72,876.69,2476.15,47.63,2076.97,277856.52,57264.52,13500.85,19915.16,6.5
Maruti Suzuki,2022-09-30,27276.57,78751.62,77886.35,369.99,863.31,2558.74,46.1,2146.24,273367.65,57914.6,13513.67,19629.84,6.5
Maruti Suzuki,2022-12-31,32411.97,82188.58,82265.48,374.45,873.72,3040.47,46.86,2550.32,267163.31,60155.23,14273.47,20983.47,6.5
Maruti Suzuki,2023-03-31,32129.83,83134.04,81696.38,367.63,857.8,3014.01,47.17,2528.12,294179.81,60574.04,14174.73,20458.81,6.5
Maruti Suzuki,2023-06-30,32001.43,92119.84,91966.19,35.64,83.16,4201.8,47.69,3790.1,318096.75,78936.19,17872.57,23529.69,6.5
Maruti Suzuki,2023-09-30,33015.65,101349.71,102768.5,36.2,84.47,4334.96,49.36,3910.22,327501.14,82341.84,19971.87,26706.11,6.5
Maruti Suzuki,2023-12-31,38215.01,108277.2,108931.08,35.92,83.8,5017.64,48.33,4526.01,321195.5,83845.32,21169.5,28085.34,6.5
Maruti Suzuki,2024-03-31,36950.39,116717.18,118147.69,36.14,84.32,4851.6,48.52,4376.23,316797.95,86526.64,22960.64,30649.88,6.5
Maruti Suzuki,2024-06-30,33480.52,118043.62,116633.53,25.79,60.17,4428.07,49.06,3533.0,343349.76,87815.1,21912.48,31125.21,6.25
Maruti Suzuki,2024-09-30,35586.23,124907.26,126190.07,26.37,61.53,4706.57,48.17,3755.2,358250.62,92216.29,23707.91,34432.66,6.25
Maruti Suzuki,2024-12-31,40555.44,129744.74,131714.69,26.5,61.82,5363.79,49.23,4279.58,378318.77,95103.31,24745.85,36114.91,6.25
Maruti Suzuki,2025-03-31,40263.17,134531.18,137141.03,26.61,62.08,5325.13,48.41,4248.73,372686.43,97946.97,25765.32,37758.94,6.25
Maruti Suzuki,2025-06-30,40075.95,136002.0,135805.78,30.56,71.3,4690.64,58.71,4175.58,426190.09,98831.28,25249.96,37911.84,6.0
Maruti Suzuki,2025-09-30,43638.65,138209.93,136028.83,30.12,70.27,5107.63,59.74,4546.78,410033.93,100044.92,25291.43,37428.84,6.0
Maruti Suzuki,2025-12-31,50451.88,146248.23,147860.54,30.94,72.19,5905.08,59.46,5256.67,429726.51,105474.14,27491.27,41792.43,6.0
Maruti Suzuki,2026-03-31,48165.45,147613.36,146356.5,30.34,70.79,5637.47,59.81,5018.44,418742.68,106087.96,27211.63,40567.86,6.0
NTPC,2014-06-30,17933.34,200026.44,196869.89,30191.52,70446.88,3891.83,901.0,3339.41,101994.48,67232.34,52331.2,31189.14,7.75
NTPC,2014-09-30,19641.59,209876.68,211033.31,30844.65,71970.86,4262.55,907.48,3657.51,105769.29,70543.18,56096.06,34156.23,7.75
NTPC,2014-12-31,20411.41,215841.36,217475.8,30907.89,72118.41,4429.62,917.18,3800.86,96629.19,72548.01,57808.58,35271.13,7.75
NTPC,2015-03-31,20746.63,223209.25,226762.16,31163.88,72715.71,4502.36,921.42,3863.28,105606.0,75024.48,60277.05,37081.83,7.75
NTPC,2015-06-30,16965.28,219755.55,218567.31,29665.92,69220.48,4291.94,849.25,5576.43,115232.31,76663.47,48854.05,32575.17,6.75
NTPC,2015-09-30,17945.53,223981.46,225788.88,30067.89,70158.41,4539.93,831.06,5898.63,113708.72,79802.31,50468.21,34107.44,6.75
NTPC,2015-12-31,19103.02,219145.3,214945.9,29255.63,68263.14,4832.75,855.35,6279.09,109368.93,79689.85,48044.59,31592.37,6.75
NTPC,2016-03-31,18754.21,226481.26,228312.2,30068.33,70159.44,4744.51,850.47,6164.44,109649.83,84003.66,51032.22,34489.12,6.75
NTPC,2016-06-30,19068.54,233013.19,235401.61,34481.76,80457.43,5019.9,934.34,4687.3,125288.29,83722.99,46928.63,35385.05,6.25
NTPC,2016-09-30,19994.5,234274.99,231940.48,33791.78,78847.49,5263.66,954.57,4914.91,118548.76,84265.21,46238.63,34167.14,6.25
NTPC,2016-12-31,21645.27,241431.47,240251.73,33965.12,79251.94,5698.23,955.86,5320.69,117369.21,86926.33,47895.53,35573.01,6.25
NTPC,2017-03-31,21328.38,245239.15,241922.76,33670.33,78564.11,5614.81,938.47,5242.8,129406.25,88381.43,48228.66,35509.55,6.25
NTPC,2017-06-30,20864.13,255579.93,254094.79,38787.99,90505.31,5326.0,1109.6,4659.21,139113.31,87656.81,55754.02,43710.91,6.0
NTPC,2017-09-30,21082.02,264641.79,263740.16,38881.78,90724.15,5381.62,1128.79,4707.87,138809.56,90243.59,57870.43,45479.86,6.0
NTPC,2017-12-31,23343.33,275644.0,277278.39,39246.03,91574.07,5958.87,1109.17,5212.85,131440.16,93486.09,60841.02,48262.36,6.0
NTPC,2018-03-31,23557.02,284173.0,285864.01,39246.86,91576.01,6013.41,1131.34,5260.57,151640.26,95885.2,62724.89,49757.8,6.0
NTPC,2018-06-30,22583.61,299815.73,301036.66,52128.82,121633.92,5114.06,1399.98,4207.9,160392.74,94234.54,60228.5,54462.03,6.25
NTPC,2018-09-30,24425.05,310009.85,305382.32,51142.43,119332.33,5531.05,1392.17,4551.0,155579.89,94950.1,61097.94,54202.8,6.25
NTPC,2018-12-31,25792.5,326962.32,323154.27,51312.73,119729.7,5840.71,1414.39,4805.79,147140.0,97773.29,64653.58,57548.17,6.25
NTPC,2019-03-31,26408.05,352084.01,357321.79,52689.75,122942.75,5980.11,1406.59,4920.49,160272.29,102971.4,71489.49,65340.46,6.25
NTPC,2019-06-30,24943.3,355181.33,355753.58,60285.97,140667.27,7197.43,2072.06,5601.67,165384.51,100936.49,77291.21,54912.69,5.15
NTPC,2019-09-30,26924.64,360794.38,359297.98,59939.37,139858.52,7769.15,2080.66,6046.63,171542.38,103068.49,78061.27,55140.93,5.15
NTPC,2019-12-31,28119.62,368989.06,367996.8,60027.14,140063.33,8113.96,2018.71,6315.0,180035.46,105935.73,79951.18,56558.63,5.15
NTPC,2020-03-31,28011.26,381525.26,385418.86,60803.25,141874.25,8082.69,2083.25,6290.66,179778.53,110056.82,83736.3,60002.16,5.15
NTPC,2020-06-30,26157.64,382404.15,382049.87,63003.98,147009.28,7984.42,2267.28,7609.17,202733.23,107239.41,83202.6,59528.81,4.0
NTPC,2020-09-30,27863.92,384387.98,380960.31,62500.06,145833.47,8505.25,2332.15,8105.52,212608.77,109256.87,82965.31,58884.27,4.0
NTPC,2020-12-31,28617.01,400336.19,407877.57,64250.34,149917.47,8735.13,2340.6,8324.59,188340.66,115272.26,88827.34,64810.36,4.0
NTPC,2021-03-31,29666.97,396516.25,395016.19,62823.83,146588.94,9055.62,2263.6,8630.02,199116.82,115603.0,86026.4,61373.16,4.0
NTPC,2021-06-30,30661.52,405247.31,408039.47,63647.63,148511.14,9328.18,2384.87,9657.75,221765.03,117052.2,87485.46,68915.64,4.0
NTPC,2021-09-30,33107.84,399147.14,391516.5,62003.65,144675.19,10072.43,2386.24,10428.29,239603.78,117110.67,83942.87,64417.03,4.0
NTPC,2021-12-31,33960.82,407764.13,404181.26,62656.68,146198.92,10331.93,2373.48,10696.96,209340.96,121458.41,86658.24,67201.18,4.0
NTPC,2022-03-31,34699.94,413850.84,411880.12,62911.09,146792.54,10556.79,2357.5,10929.77,206578.75,125078.54,88308.91,68759.29,4.0
NTPC,2022-06-30,40769.47,421691.37,419721.49,66561.51,155310.18,11012.41,2907.81,10909.68,237816.2,126433.16,97284.49,72169.21,6.5
NTPC,2022-09-30,43021.98,437041.74,442644.4,67731.19,158039.44,11620.84,2810.05,11512.44,262130.93,132132.13,102597.64,77448.19,6.5
NTPC,2022-12-31,46498.56,444617.89,449949.45,67675.81,157910.22,12559.92,2844.93,12442.75,251302.89,135498.4,104290.83,78661.96,6.5
NTPC,2023-03-31,47158.88,452276.32,457421.51,67634.67,157814.23,12738.28,2876.8,12619.45,253051.78,138888.25,106022.73,79919.65,6.5
NTPC,2023-06-30,40849.22,455959.87,456709.72,71256.29,166264.68,11776.89,3131.58,9175.26,283709.35,139916.75,111295.35,77729.91,6.5
NTPC,2023-09-30,43005.1,464560.34,465890.99,71343.06,166467.15,12398.43,3090.71,9659.49,264948.14,143873.27,113532.73,79389.08,6.5
NTPC,2023-12-31,45624.47,476226.41,481249.5,71889.66,167742.53,13153.6,3088.09,10247.84,280062.56,148790.69,117275.43,82634.49,6.5
NTPC,2024-03-31,46094.56,471228.16,463313.52,69944.46,163203.74,13289.12,3095.73,10353.43,276421.15,148476.62,112904.62,77402.14,6.5
NTPC,2024-06-30,42397.74,484493.75,478724.28,74135.34,172982.46,12249.14,3278.59,11365.98,306835.35,159375.2,120251.47,80717.16,6.25
NTPC,2024-09-30,44852.46,501622.3,501857.21,75063.94,175149.18,12958.34,3306.92,12024.04,311664.71,165732.88,126062.27,85677.47,6.25
NTPC,2024-12-31,49038.89,505172.27,498005.42,73964.37,172583.53,14167.84,3365.55,13146.34,312784.84,167602.66,125094.73,83774.49,6.25
NTPC,2025-03-31,48088.48,525043.74,526595.05,75250.48,175584.46,13893.25,3263.54,12891.55,315800.92,174889.21,132276.2,90124.15,6.25
NTPC,2025-06-30,44076.11,542073.32,552042.94,82796.77,193192.46,12424.63,3458.24,11973.01,324726.91,182259.59,129264.32,85000.02,6.0
NTPC,2025-09-30,44802.01,534259.0,527533.26,80278.0,187315.34,12629.25,3387.33,12170.2,352311.13,181491.14,123525.22,78755.19,6.0
NTPC,2025-12-31,49618.19,559666.06,569649.85,82751.82,193087.59,13986.88,3387.54,13478.48,369161.26,192007.18,133387.09,87663.41,6.0
NTPC,2026-03-31,48588.3,551267.38,543988.16,80227.95,187198.56,13696.57,3391.9,13198.72,329108.89,190924.2,127378.24,81161.11,6.0
Nestle India,2014-06-30,1789.59,5714.2,5800.12,5.48,12.79,340.4,0.75,240.36,67346.03,2554.77,1556.29,3144.87,7.75
Nestle India,2014-09-30,1940.74,5690.77,5601.26,5.32,12.4,369.16,0.74,260.66,67832.8,2544.29,1502.93,2945.0,7.75
Nestle India,2014-12-31,2188.81,5885.92,5838.38,5.36,12.5,416.34,0.74,293.98,61427.35,2631.55,1566.56,3093.53,7.75
Nestle India,2015-03-31,2142.76,5994.1,5903.59,5.32,12.41,407.58,0.76,287.8,64609.88,2679.91,1584.06,3105.94,7.75
Nestle India,2015-06-30,1965.63,6369.64,6473.95,10.06,23.48,397.81,22.36,315.24,67322.2,2995.31,2030.6,3376.95,6.75
Nestle India,2015-09-30,2212.83,6339.12,6232.08,9.73,22.71,447.84,22.79,354.89,75995.91,2975.59,1954.73,3144.39,6.75
Nestle India,2015-12-31,2475.61,6541.18,6454.53,9.77,22.79,501.03,23.08,397.03,74845.51,3065.2,2024.5,3268.68,6.75
Nestle India,2016-03-31,2373.8,6883.4,6957.58,10.01,23.35,480.42,22.76,380.7,75761.85,3220.34,2182.29,3609.23,6.75
Nestle India,2016-06-30,2256.27,7056.14,7165.71,10.66,24.88,472.67,23.29,409.78,75516.26,3122.44,2601.38,3861.35,6.25
Nestle India,2016-09-30,2346.59,7051.65,7016.97,10.45,24.38,491.59,22.81,426.18,77980.07,3142.27,2547.38,3705.08,6.25
Nestle India,2016-12-31,2760.11,7280.02,7335.71,10.58,24.69,578.22,22.69,501.29,75114.47,3265.69,2663.09,3922.3,6.25
Nestle India,2017-03-31,2647.2,7450.31,7538.65,10.62,24.79,554.56,23.0,480.78,82373.9,3363.41,2736.77,4047.64,6.25
Nestle India,2017-06-30,2505.93,7558.45,7572.67,10.52,24.55,580.99,27.61,455.38,82989.17,3314.95,2737.7,4107.71,6.0
Nestle India,2017-09-30,2662.12,7583.29,7443.7,10.31,24.05,617.2,27.9,483.76,85641.17,3335.6,2691.07,3955.98,6.0
Nestle India,2017-12-31,3190.2,7860.05,7813.62,10.44,24.36,739.63,28.51,579.73,82358.71,3466.97,2824.8,4205.45,6.0
Nestle India,2018-03-31,2962.45,8232.87,8380.33,10.69,24.94,686.83,27.88,538.34,83753.35,3641.07,3029.68,4618.54,6.0
Nestle India,2018-06-30,2764.2,8010.54,8164.75,57.79,134.85,653.9,31.75,512.88,97631.84,1717.79,3343.07,5876.28,6.25
Nestle India,2018-09-30,2986.15,7669.47,7708.63,56.99,132.98,706.4,32.05,554.06,94612.89,1739.74,3156.32,5471.02,6.25
Nestle India,2018-12-31,3329.23,7525.4,7651.12,57.65,134.51,787.56,32.82,617.72,105686.38,1806.13,3132.77,5492.87,6.25
Nestle India,2019-03-31,3333.61,7049.35,6927.83,55.72,130.02,788.6,32.65,618.53,96886.22,1790.59,2836.61,4807.55,6.25
Nestle India,2019-06-30,2904.17,7312.37,7270.24,43.85,102.31,696.57,41.22,533.85,105190.52,1768.53,3329.59,5245.59,5.15
Nestle India,2019-09-30,3188.98,7500.96,7465.6,43.89,102.41,764.88,41.52,586.2,104900.94,1818.24,3419.05,5392.21,5.15
Nestle India,2019-12-31,3604.44,7656.47,7595.19,43.75,102.08,864.53,40.57,662.57,114005.37,1859.92,3478.4,5467.68,5.15
Nestle India,2020-03-31,3592.75,7856.55,7813.34,43.86,102.33,861.72,41.32,660.42,117236.83,1912.42,3578.31,5638.93,5.15
Nestle India,2020-06-30,3185.44,8079.6,8176.86,80.76,188.44,769.73,50.44,483.19,118445.58,1731.85,4189.72,6051.19,4.0
Nestle India,2020-09-30,3419.04,8016.32,7965.95,79.3,185.03,826.17,51.28,518.62,128506.42,1746.46,4081.66,5788.4,4.0
Nestle India,2020-12-31,3938.33,8090.55,8031.03,79.21,184.83,951.65,50.88,597.39,115960.53,1790.48,4115.0,5829.38,4.0
Nestle India,2021-03-31,3969.2,8196.72,8159.61,79.44,185.36,959.11,49.98,602.07,116456.67,1841.62,4180.88,5939.59,4.0
Nestle India,2021-06-30,3638.64,8282.08,8146.17,79.97,186.59,798.06,38.44,589.39,149004.26,2149.91,4353.88,5576.35,4.0
Nestle India,2021-09-30,3894.1,8476.8,8349.05,80.07,186.84,854.09,38.72,630.77,135511.71,2211.02,4462.31,5723.02,4.0
Nestle India,2021-12-31,4765.46,8956.59,9123.48,82.81,193.23,1045.2,38.23,771.92,133232.53,2346.85,4876.22,6467.86,4.0
Nestle India,2022-03-31,4585.46,9117.09,9257.3,82.55,192.62,1005.72,38.82,742.76,141021.82,2399.34,4947.74,6541.77,4.0
Nestle India,2022-06-30,4216.44,8859.12,8740.85,80.21,187.17,985.66,29.39,747.79,167026.65,2156.59,4671.71,6002.04,6.5
Nestle India,2022-09-30,4495.5,9072.32,9166.61,82.14,191.67,1050.89,29.6,797.28,152553.43,2268.18,4899.27,6445.87,6.5
Nestle India,2022-12-31,5402.31,9013.99,9049.12,81.62,190.44,1262.87,30.03,958.1,166134.86,2312.9,4836.48,6322.35,6.5
Nestle India,2023-03-31,4977.95,8966.44,8953.9,81.19,189.43,1163.67,29.46,882.84,149751.19,2359.7,4785.59,6222.82,6.5
Nestle India,2024-06-30,4509.48,10939.79,10906.43,349.03,814.41,1064.98,34.57,655.15,191467.02,3708.08,4400.1,6211.23,6.25
Nestle India,2024-09-30,4930.85,11418.5,11413.49,349.95,816.54,1164.49,33.92,716.37,191766.14,3818.28,4604.66,6517.02,6.25
Nestle India,2024-12-31,5692.07,11998.27,12124.1,353.77,825.47,1344.27,34.09,826.96,206228.21,3961.59,4891.35,6998.44,6.25
Nestle India,2025-03-31,5352.76,12495.78,12669.96,354.98,828.29,1264.13,33.91,777.66,192130.88,4077.05,5111.57,7338.51,6.25
Nestle India,2025-06-30,5183.94,12644.26,12706.58,133.86,312.33,1188.13,40.2,1130.15,228505.28,4755.62,5568.94,7269.37,6.0
Nestle India,2025-09-30,5599.98,12786.6,12732.92,132.64,309.5,1283.49,40.05,1220.85,204204.47,4839.8,5580.48,7218.29,6.0
Nestle India,2025-12-31,6330.14,13072.74,13046.77,132.94,310.18,1450.83,39.77,1380.03,228763.5,4978.19,5718.04,7412.64,6.0
Nestle India,2026-03-31,6140.81,13189.46,13024.02,131.53,306.9,1407.44,39.71,1338.75,228777.8,5051.83,5708.07,7321.44,6.0
Power Grid,2014-06-30,4127.65,147519.26,146323.1,28638.78,66823.83,3512.74,1036.4,3718.18,77015.92,30467.41,14281.57,23561.78,7.75
Power Grid,2014-09-30,4274.43,153798.03,154858.52,29071.99,67834.64,3637.65,1009.66,3850.4,84692.67,31764.18,15114.66,25313.4,7.75
Power Grid,2014-12-31,4652.07,156118.48,155475.22,28753.93,67092.51,3959.03,1033.49,4190.57,76067.04,32243.42,15174.85,25136.17,7.75
